,Gene_symbol,Chromosome,Start.position,End.position,Ensembl,Gene.Symbol,Pearson,Spearman
5383,OTUD5,X,48922212,48957599,ENST00000376488,OTUD5,0.445773632,0.446470818
5233,PPP1R10,6,30600400,30617244,ENST00000376511,PPP1R10,0.469797891,0.438948435
7197,STK24,13,98452159,98521998,ENST00000376547,STK24,0.53474412,0.531124673
3527,KIAA2013,1,11919591,11926423,ENST00000376572,KIAA2013,0.365544169,0.34516693
7345,TIMM17B,X,48893447,48898143,ENST00000376582,TIMM17B,0.544065674,0.537145814
8219,HLA-E,6,30489467,30494205,ENST00000376630,HLA-E,0.669883845,0.58014996
NA.155,BMI1,10,22321211,22331484,ENST00000376663,NA,NA,NA
7051,MAD2L2,1,11674481,11681214,ENST00000376692,MAD2L2,0.583590687,0.523279608
5012,WDR13,X,48597478,48608867,ENST00000376729,WDR13,0.406561822,0.42923134
4553,SP2,17,47896150,47928957,ENST00000376741,SP2,0.399420695,0.404812272
2832,PPP1R11,6,30067088,30070333,ENST00000376772,PPP1R11,0.309793575,0.299384376
10904,HLA-A,6,29942470,29945884,ENST00000376809,HLA-A,0.738327961,0.747095552
NA.156,RACK1,5,181236937,181243903,ENST00000376817,NA,NA,NA
616,MTOR,1,11106535,11131558,ENST00000376838,MTOR,0.088283957,0.063213775
3164,YIF1A,11,66284580,66289170,ENST00000376901,YIF1A,0.322496636,0.321945884
1178,EXOSC10,1,11066618,11099881,ENST00000376936,EXOSC10,0.129223238,0.144272061
9019,SRM,1,11054589,11060024,ENST00000376957,SRM,0.6163349,0.622587225
9681,DNAJC1,10,21756537,22003725,ENST00000376980,DNAJC1,0.725157542,0.664683682
4833,ARAF,X,47561117,47571900,ENST00000377045,ARAF,0.408405801,0.419242995
5807,SF1,11,64764606,64778730,ENST00000377390,SF1,0.506786278,0.46655003
9425,DTD1,20,18587893,18763917,ENST00000377452,DTD1,0.733362445,0.647010483
7488,CLN5,13,76992084,77002506,ENST00000377453,CLN5,0.53129393,0.54434867
6052,RERE,1,8352406,8525939,ENST00000377464,RERE,0.507695815,0.477687017
3240,HMGN4,6,26538405,26546254,ENST00000377575,HMGN4,0.356391116,0.327406077
1876,DNAJC11,1,6634168,6701924,ENST00000377577,DNAJC11,0.226130694,0.218048489
4481,PHF13,1,6613685,6624033,ENST00000377648,PHF13,0.489345247,0.401391656
1516,POLR1E,9,37485935,37503697,ENST00000377798,POLR1E,0.220599662,0.182730291
741.1,NDUFB11,X,47142216,47145504,ENST00000377811,NDUFB11,0.080366269,0.087129808
7672,VPS36,13,52412602,52450622,ENST00000378060,VPS36,0.554297554,0.552230476
1414,RGP1,9,35749287,35758575,ENST00000378078,RGP1,0.138052484,0.171749113
5707,GBA2,9,35736867,35738635,ENST00000378088,GBA2,0.444832389,0.461232034
5707.1,GBA2,9,35736866,35749228,ENST00000378103,GBA2,0.444832389,0.461232034
NA.157,C6orf62,6,24704861,24720836,ENST00000378119,NA,NA,NA
8457,LRRC47,1,3778558,3796504,ENST00000378251,LRRC47,0.598973689,0.59246599
6111,TPRG1L,1,3625002,3630127,ENST00000378344,TPRG1L,0.533934119,0.480264565
8398,APRT,16,88809339,88811944,ENST00000378364,APRT,0.566426063,0.589165219
5875,HSPA14,10,14838164,14871741,ENST00000378372,HSPA14,0.46891687,0.469585018
4179,ATP6AP2,X,40580958,40606619,ENST00000378438,ATP6AP2,0.415324426,0.384443656
8041,ITM2B,13,48233158,48270357,ENST00000378565,ITM2B,0.592033704,0.570749665
5108,PRPF18,10,13586927,13630868,ENST00000378572,PRPF18,0.474611006,0.433426236
9846,DYNLT3,X,37838836,37847637,ENST00000378578,DYNLT3,0.735690164,0.674816274
4068,GNB1,1,1785286,1891056,ENST00000378609,GNB1,0.422048046,0.378134451
1097,UQCRQ,5,132866630,132867687,ENST00000378667,UQCRQ,0.134228843,0.134405234
1097.1,UQCRQ,5,132866560,132868031,ENST00000378670,UQCRQ,0.134228843,0.134405234
8818,ESD,13,46771256,46797232,ENST00000378720,ESD,0.617737854,0.611047923
3316,PEX16,11,45910174,45918055,ENST00000378750,PEX16,0.344848775,0.332146321
4003,API5,11,43312003,43344529,ENST00000378852,API5,0.332717058,0.374100489
NA.158,SDHAF1,19,35995199,35996315,ENST00000378887,NA,NA,NA
3243,DVL1,1,1335276,1349112,ENST00000378891,DVL1,0.310000873,0.327447273
5169,ATL2,2,38294880,38377262,ENST00000378954,ATL2,0.408317194,0.436462869
3047,TPT1,13,45336873,45341212,ENST00000379056,TPT1,0.318450903,0.31381525
NA.159,NGRN,15,90265705,90278141,ENST00000379095,NA,NA,NA
6865,E2F4,16,67192169,67198918,ENST00000379378,E2F4,0.477216366,0.514998696
5080,WBP4,13,41061274,41084006,ENST00000379487,WBP4,0.440501225,0.432059022
NA.160,TMEM14B,6,10747759,10756981,ENST00000379542,NA,NA,NA
6203,EIF1AX,X,20124518,20141844,ENST00000379607,EIF1AX,0.473742429,0.484886156
9525,REEP5,5,112876379,112922539,ENST00000379638,REEP5,0.723682151,0.65397862
347.1,MRPL33,2,27771717,27779734,ENST00000379666,MRPL33,-0.036229582,0.008350953
10630,BAG1,9,33255026,33264571,ENST00000379704,BAG1,0.712232995,0.726288901
6820,IPO7,11,9384622,9448126,ENST00000379719,IPO7,0.520475697,0.513015554
5134,CENPB,20,3783851,3786690,ENST00000379751,CENPB,0.485707683,0.434524377
3369,PDHA1,X,19355582,19359844,ENST00000379804,PDHA1,0.324109959,0.335197409
1478,NDUFB6,9,32552999,32573162,ENST00000379847,NDUFB6,0.174774017,0.178695155
1317,NRBP1,2,27428640,27442255,ENST00000379852,NRBP1,0.172566789,0.162269086
4110,RBM17,10,6088987,6116880,ENST00000379888,RBM17,0.394356932,0.380661611
8978,SYAP1,X,16719632,16765336,ENST00000380155,SYAP1,0.615906869,0.620884435
6739,GDI2,10,5765223,5813549,ENST00000380191,GDI2,0.517647528,0.509691284
1391,MRPS26,20,3045945,3048254,ENST00000380325,MRPS26,0.186778612,0.17031962
5537,TBCA,5,77691166,77776361,ENST00000380377,TBCA,0.420614501,0.452372884
1214.1,RPS6,9,19375715,19380254,ENST00000380394,RPS6,0.119671683,0.149327321
4501,ZNF768,16,30524001,30526589,ENST00000380412,ZNF768,0.406071804,0.402379203
2157,VPS16,20,2840703,2866732,ENST00000380445,VPS16,0.230642365,0.244381805
3992,SLTM,15,58879045,58933653,ENST00000380516,SLTM,0.364893744,0.373313249
2309,RRAGA,9,19049395,19050983,ENST00000380527,RRAGA,0.256916147,0.257427971
NA.161,NAP1L4,11,2944437,2992377,ENST00000380542,NA,NA,NA
4332,BNIP3L,8,26382898,26413129,ENST00000380629,BNIP3L,0.418170238,0.392366825
2939,HADHA,2,26190635,26244726,ENST00000380649,HADHA,0.30949261,0.307557275
9931,UBL3,13,29764371,29850684,ENST00000380680,UBL3,0.719439574,0.680148244
10132,WRNIP1,6,2768773,2785745,ENST00000380764,WRNIP1,0.70229998,0.692101039
5145,SBF1,22,50445000,50475024,ENST00000380817,SBF1,0.427347708,0.435184343
1135,IDH3B,20,2658395,2664219,ENST00000380843,IDH3B,0.140821323,0.139133377
8939,GTF3A,13,27424544,27435688,ENST00000381140,GTF3A,0.630989404,0.618711951
11033,CD99,X,2691133,2741309,ENST00000381192,CD99,0.743236385,0.755981031
3022,RDH14,2,18554723,18560680,ENST00000381249,RDH14,0.335285229,0.312212569
9179,TMEM165,4,55395957,55426172,ENST00000381334,TMEM165,0.623382476,0.631432754
1139,SNRPB,20,2461634,2470853,ENST00000381342,SNRPB,0.170691951,0.139713115
1460,SLC25A6,X,1386152,1392724,ENST00000381401,SLC25A6,0.138539995,0.176905886
342,MRPL23,11,1947278,1956609,ENST00000381519,MRPL23,0.018802354,0.006106167
2385,SON,21,33543065,33559056,ENST00000381679,SON,0.25202882,0.263997725
2385.1,SON,21,33543052,33577481,ENST00000381692,SON,0.25202882,0.263997725
NA.162,NUP58,13,25301524,25342416,ENST00000381736,NA,NA,NA
9387,AK3,9,4711155,4741318,ENST00000381809,AK3,0.695153658,0.644718086
8325,CDC37L1,9,4679566,4708398,ENST00000381854,CDC37L1,0.61214134,0.584865002
5354,WIPI2,7,5190273,5231470,ENST00000382384,WIPI2,0.435649674,0.444504708
1366,DEAF1,11,644233,695532,ENST00000382409,DEAF1,0.137325671,0.167690352
896,SAP18,13,21140514,21149082,ENST00000382533,SAP18,0.094063463,0.107165769
2184,MRFAP1,4,6640691,6642745,ENST00000382581,MRFAP1,0.215490915,0.246553155
3540,BET1L,11,202926,207428,ENST00000382762,BET1L,0.391474784,0.345748255
5944,CTBP1,4,1211448,1249112,ENST00000382952,CTBP1,0.505449539,0.47240992
2045,RALBP1,18,9475670,9538116,ENST00000383432,RALBP1,0.231714116,0.235203284
7265,HMCES,3,129278840,129306186,ENST00000383463,HMCES,0.510703816,0.533535744
1066,RNF20,9,101533851,101563344,ENST00000389120,RNF20,0.133553925,0.130496291
3070,SMYD5,2,73214222,73227237,ENST00000389501,SMYD5,0.337652856,0.315364343
6602,RTF1,15,41417104,41483563,ENST00000389629,RTF1,0.500814979,0.503253301
6068,TSN,2,121755533,121767853,ENST00000389682,TSN,0.505317825,0.478438538
1786,EXOSC8,13,37000541,37009401,ENST00000389704,EXOSC8,0.200808384,0.210048715
8781,TMEM87A,15,42210532,42273663,ENST00000389834,TMEM87A,0.632944646,0.609502111
852,CCNK,14,99481409,99512440,ENST00000389879,CCNK,0.14629207,0.102442796
10421,GAA,17,80101594,80119877,ENST00000390015,GAA,0.695248782,0.712397512
3927,EID2,19,39538705,39540333,ENST00000390658,EID2,0.382024136,0.369587629
535.1,RPS9,19,54201133,54207647,ENST00000391753,RPS9,0.054941063,0.048901741
4088,PRMT1,19,49677152,49688447,ENST00000391851,PRMT1,0.35103627,0.379406961
281,RPL13A,19,49487554,49492308,ENST00000391857,RPL13A,-0.003787369,-0.006857453
7484,HDLBP,2,241227264,241272886,ENST00000391975,HDLBP,0.607788672,0.544210022
2018,AKT2,19,40230317,40285395,ENST00000392038,AKT2,0.303790327,0.232414808
9281,SIRT2,19,38878557,38899862,ENST00000392081,SIRT2,0.644811012,0.637882017
8598,DNAJB2,2,219279344,219286898,ENST00000392086,DNAJB2,0.648507169,0.600425815
2169,XRCC5,2,216109297,216206291,ENST00000392132,XRCC5,0.26105345,0.245410387
11187,SNX9,6,157823264,157945077,ENST00000392185,SNX9,0.752899552,0.767750395
5396,EEF1B2,2,206159594,206162927,ENST00000392221,EEF1B2,0.44212233,0.446991213
3501,SUMO1,2,202206180,202238608,ENST00000392246,SUMO1,0.351279156,0.343661538
7368,WDR45B,17,82614562,82648535,ENST00000392325,WDR45B,0.588124157,0.538807906
8870,CCDC50,3,191329077,191398670,ENST00000392455,CCDC50,0.636701902,0.614703539
691,RPLP0,12,120196686,120201211,ENST00000392514,RPLP0,0.040857123,0.07948169
9627,ZYX,7,143381907,143391109,ENST00000392910,ZYX,0.686493525,0.661012791
290.1,RNF7,3,141738297,141745702,ENST00000393000,RNF7,0.005860498,-0.004332642
7456,PTRH2,17,59697306,59707598,ENST00000393038,PTRH2,0.577832256,0.542687475
7396,MTPN,7,135926761,135977316,ENST00000393085,MTPN,0.560357335,0.5397486
6243,CUL5,11,108008733,108107776,ENST00000393094,CUL5,0.531755243,0.486221645
2622.1,LUC7L3,17,50719599,50751617,ENST00000393227,LUC7L3,0.265972562,0.284038991
5913,NAP1L1,12,76047155,76084666,ENST00000393263,NAP1L1,0.454101317,0.471204854
NA.163,HPF1,4,169729465,169757953,ENST00000393381,NA,NA,NA
9586,PRCP,11,82824368,82900430,ENST00000393399,PRCP,0.678894618,0.658239824
8165,IRF2,4,184387713,184474580,ENST00000393593,IRF2,0.571518789,0.576833601
8534,FAM50A,X,154444126,154450654,ENST00000393600,FAM50A,0.618659519,0.596350964
5252,KEAP1,19,10486126,10502896,ENST00000393623,KEAP1,0.451680104,0.440089064
10185,ERGIC1,5,172834275,172952685,ENST00000393784,ERGIC1,0.69747903,0.696000818
1851,NACA,12,56712435,56725267,ENST00000393891,NACA,0.227646787,0.215477855
2152,GNB2,7,100676138,100679174,ENST00000393924,GNB2,0.248760711,0.244178532
5932,ESYT1,12,56128056,56144671,ENST00000394048,ESYT1,0.473082078,0.471862141
665,RPL24,3,101681092,101686782,ENST00000394077,RPL24,0.099506294,0.073083892
4541,G3BP1,5,151771910,151812785,ENST00000394123,G3BP1,0.423058442,0.404298099
NA.164,ATP5MF,7,99458309,99466161,ENST00000394186,NA,NA,NA
1845,CHD2,15,92900320,93028005,ENST00000394196,CHD2,0.260003615,0.214940651
6694,MIEN1,17,39729156,39730787,ENST00000394231,MIEN1,0.685745947,0.507803082
5517,FAM122A,9,68780034,68784608,ENST00000394264,FAM122A,0.458380193,0.451494691
1367.1,RPL23,17,38847865,38853722,ENST00000394332,RPL23,0.170328113,0.167701751
5999,LARS,5,146113038,146182660,ENST00000394434,LARS,0.480009895,0.475005464
1555,CCT4,2,61868089,61888804,ENST00000394440,CCT4,0.19812402,0.185846354
4256,GTF2F1,19,6379569,6393460,ENST00000394456,GTF2F1,0.371818565,0.38831406
572.1,RPL36,19,5690316,5691667,ENST00000394580,RPL36,0.086734643,0.056867675
369,RPL34,4,108620566,108625255,ENST00000394667,RPL34,0.015221723,0.013572498
NA.165,UBE2D3,4,102795976,102828159,ENST00000394803,NA,NA,NA
4592.1,MAP2K2,19,4090333,4124117,ENST00000394867,MAP2K2,0.417956388,0.40668379
904,CDC23,5,138187648,138213343,ENST00000394886,CDC23,0.104340887,0.108370835
5355,FLOT2,17,28879335,28897679,ENST00000394908,FLOT2,0.479389495,0.444539958
745.1,RPL8,8,144789769,144792389,ENST00000394920,RPL8,0.073171142,0.087514834
1045,RPL23A,17,28720264,28723933,ENST00000394935,RPL23A,0.107292667,0.12764883
7648,PSAP,10,71816298,71851375,ENST00000394936,PSAP,0.589147398,0.550818143
4214,VKORC1,16,31090842,31094957,ENST00000394975,VKORC1,0.344129031,0.386139114
6645,VDAC1,5,133971915,134004742,ENST00000395044,VDAC1,0.554851903,0.505227043
NA.166,GRINA,8,143990100,143993415,ENST00000395068,NA,NA,NA
3907,CELF1,11,47465944,47489024,ENST00000395290,CELF1,0.375035362,0.367963068
3223,CHCHD2,7,56101569,56106576,ENST00000395422,CHCHD2,0.454476579,0.325984344
7321,QRICH1,3,49029707,49094363,ENST00000395443,QRICH1,0.53552431,0.536246437
NA.167,MAPK1IP1L,14,55051631,55070192,ENST00000395468,NA,NA,NA
NA.168,ATP5F1D,19,1241746,1244825,ENST00000395633,NA,NA,NA
9122,PURB,7,44876293,44885361,ENST00000395699,PURB,0.622815159,0.628670362
6057,G3BP2,4,75642782,75673114,ENST00000395719,G3BP2,0.529442347,0.477960553
8408,EBAG9,8,109539711,109565160,ENST00000395785,EBAG9,0.604342907,0.589909666
10219,MPRIP,17,17042760,17192648,ENST00000395811,MPRIP,0.706407953,0.698641951
11374,CD59,11,33709996,33736422,ENST00000395850,CD59,0.785428106,0.785116923
6302,METTL9,16,21599558,21656119,ENST00000396014,METTL9,0.561797498,0.489113032
NA.169,MOB1A,2,74152528,74178868,ENST00000396049,NA,NA,NA
2717.1,RPL30,8,98041721,98045544,ENST00000396070,RPL30,0.256249448,0.292036646
5343,HERPUD2,7,35632659,35695135,ENST00000396081,HERPUD2,0.458620235,0.444164872
2210.1,CTNNB1,3,41199389,41240443,ENST00000396185,CTNNB1,0.272254466,0.248958845
7212,TAX1BP1,7,27740189,27829263,ENST00000396319,TAX1BP1,0.492410872,0.531543673
1095.1,RPL7,8,73291040,73295789,ENST00000396466,RPL7,0.159348738,0.134291495
4414,SLC30A5,5,69093646,69131069,ENST00000396591,SLC30A5,0.390748617,0.397630495
602,RPS8,1,44775437,44778779,ENST00000396651,RPS8,0.083655413,0.06105556
3591,ATF4,22,39520564,39522685,ENST00000396680,ATF4,0.343999964,0.349262732
3929,TPI1,12,6867531,6870828,ENST00000396705,TPI1,0.364943417,0.369640948
2876,DDX17,22,38483440,38506337,ENST00000396821,DDX17,0.33177985,0.303137683
6340.1,GAPDH,12,6534754,6538339,ENST00000396859,GAPDH,0.491695416,0.491066817
6211,UBE2G1,17,4269259,4366482,ENST00000396981,UBE2G1,0.525818652,0.485249461
NA.170,GPAT4,8,41578200,41625001,ENST00000396987,NA,NA,NA
2673,PRKAA1,5,40759379,40798198,ENST00000397128,PRKAA1,0.285866121,0.28828868
1183,SMU1,9,33041764,33076659,ENST00000397149,SMU1,0.11670065,0.144539958
5967,PAFAH1B1,17,2593746,2685615,ENST00000397195,PAFAH1B1,0.44420604,0.473617805
7495,DEK,6,18223868,18264823,ENST00000397239,DEK,0.544943975,0.544633722
8777,PLAA,9,26904083,26947463,ENST00000397292,PLAA,0.692216264,0.609320459
2808,DDX51,12,132136594,132144335,ENST00000397333,DDX51,0.287931055,0.298239401
7910,HAGH,16,1809103,1826841,ENST00000397353,HAGH,0.630047815,0.56401488
1806,MRPS34,16,1771890,1773155,ENST00000397375,MRPS34,0.198492604,0.211650691
7031,UBE2I,16,1309510,1327017,ENST00000397514,UBE2I,0.51492679,0.522269979
5550,MORC2,22,30925130,30968298,ENST00000397641,MORC2,0.455033884,0.453057901
614,RAB2B,14,21459020,21476973,ENST00000397762,RAB2B,0.076684203,0.063010737
2190,MED13,17,61942605,62065282,ENST00000397786,MED13,0.275068761,0.246989568
905,INTS10,8,19817140,19852078,ENST00000397977,INTS10,0.136607941,0.108551548
NA.171,PIP4P1,14,20457858,20461465,ENST00000398020,NA,NA,NA
3891,CTDSP2,12,57819927,57846739,ENST00000398073,CTDSP2,0.505155601,0.366664676
1891,ADD1,4,2875896,2930076,ENST00000398129,ADD1,0.235159796,0.219142636
7227,KHSRP,19,6413348,6424794,ENST00000398148,KHSRP,0.545626771,0.532178635
8663,HDDC2,6,125275886,125301975,ENST00000398153,HDDC2,0.609931908,0.603992602
2737,SHARPIN,8,144098637,144104190,ENST00000398712,SHARPIN,0.278511885,0.293763395
2218,UBE2D2,5,139561166,139628433,ENST00000398733,UBE2D2,0.279736797,0.249954606
NA.172,TOMM6,6,41787665,41789896,ENST00000398881,NA,NA,NA
NA.173,TOMM6,6,41787662,41789898,ENST00000398884,NA,NA,NA
4358,LCMT1,16,25111729,25178231,ENST00000399069,LCMT1,0.415348597,0.3941763
3448,C4orf3,4,119296419,119304445,ENST00000399075,C4orf3,0.364420408,0.340331781
7956,ALKBH5,17,18184239,18209954,ENST00000399138,ALKBH5,0.591039004,0.566263568
NA.174,SMIM11A,21,34375500,34389154,ENST00000399292,NA,NA,NA
800,MRPS6,21,34073523,34143034,ENST00000399312,MRPS6,0.103993978,0.096086592
4112,TINF2,14,24239643,24242663,ENST00000399423,TINF2,0.359033158,0.380741715
3280,C22orf39,22,19440886,19447692,ENST00000399568,C22orf39,0.378785889,0.32997015
6793,POLR1D,13,27621954,27623452,ENST00000399696,POLR1D,0.538212209,0.512035095
6793.1,POLR1D,13,27621779,27667415,ENST00000399697,POLR1D,0.538212209,0.512035095
7058,DDX3X,X,41334162,41350274,ENST00000399959,DDX3X,0.525963522,0.523639073
9882,VAPA,18,9914002,9960021,ENST00000400000,VAPA,0.699276788,0.677230417
6043,FKBP1A,20,1368978,1393162,ENST00000400137,FKBP1A,0.49779132,0.477142763
7882,RPRD2,1,150364650,150476566,ENST00000401000,RPRD2,0.586938254,0.562790545
795.1,UQCR10,22,29767374,29770027,ENST00000401406,UQCR10,0.105756964,0.095673416
7116.1,PPP6R2,22,50419442,50444390,ENST00000401672,PPP6R2,0.454108985,0.526891434
1446,RPS14,5,150442635,150449696,ENST00000401695,RPS14,0.163144903,0.175440913
NA.175,CEBPZOS,2,37196488,37204741,ENST00000402297,NA,NA,NA
4201.1,RANBP1,22,20117424,20127355,ENST00000402752,RANBP1,0.418540748,0.385619582
4955,IFRD1,7,112450428,112476192,ENST00000403825,IFRD1,0.422274751,0.427010842
6194,ARHGAP35,19,46918676,47005077,ENST00000404338,ARHGAP35,0.479169709,0.484377622
2147,PSMG3,7,1567351,1570045,ENST00000404674,PSMG3,0.27094975,0.243787102
1036.1,RPS27A,2,55232678,55235755,ENST00000404735,RPS27A,0.126518027,0.126602152
8042,NT5C2,10,103088017,103174982,ENST00000404739,NT5C2,0.576322058,0.570897008
8264,TAPT1,4,16160505,16226541,ENST00000405303,TAPT1,0.510067399,0.582120004
1794,EIF3D,22,36510899,36528897,ENST00000405442,EIF3D,0.206554963,0.211115367
4344,ATRAID,2,27212370,27217178,ENST00000405489,ATRAID,0.384626081,0.393264798
409,RPL10,X,154398890,154400909,ENST00000406022,RPL10,0.005734378,0.024082747
4452,RELA,11,65653596,65663094,ENST00000406246,RELA,0.441828316,0.400111859
4978,RMDN1,8,86472350,86508780,ENST00000406452,RMDN1,0.418698823,0.428218228
11087,COMT,22,19951503,19969016,ENST00000406520,COMT,0.767703455,0.760308974
3487,ILF3,19,10654328,10685765,ENST00000407004,ILF3,0.322296018,0.342502532
6498,PPP1R7,2,241149638,241183024,ENST00000407025,PPP1R7,0.483708438,0.497449105
4361,THAP4,2,241584405,241637449,ENST00000407315,THAP4,0.413090256,0.394323937
4353,ELAVL1,19,7958579,8005608,ENST00000407627,ELAVL1,0.389094911,0.393904643
5619,AKT1,14,104769349,104795679,ENST00000407796,AKT1,0.47517223,0.456685553
2135,SETD5,3,9428925,9478154,ENST00000407969,SETD5,0.147258684,0.243202215
1528,NGDN,14,23469688,23478193,ENST00000408901,NGDN,0.216215866,0.183569701
1382,CCNL2,1,1392288,1399317,ENST00000408918,CCNL2,0.18534943,0.169610201
2639,CUL3,2,224473922,224569825,ENST00000409096,CUL3,0.28354382,0.285593967
7945.1,PTMA,2,231708509,231713541,ENST00000409115,PTMA,0.555448487,0.565754799
NA.176,FAM168B,2,131047876,131093428,ENST00000409185,NA,NA,NA
903.1,RPL31,2,101002293,101006418,ENST00000409320,RPL31,0.15357838,0.108246051
3868,VPS54,2,63892146,64019072,ENST00000409558,VPS54,0.382372867,0.365480794
5565,BZW1,2,200811546,200827338,ENST00000409600,BZW1,0.455569277,0.453597925
3495.1,SERF2,15,43792839,43794046,ENST00000409614,SERF2,0.376280703,0.343168408
2187,PSMD14,2,161308038,161411717,ENST00000409682,PSMD14,0.247078752,0.246677492
903.2,RPL31,2,101002293,101006419,ENST00000409733,RPL31,0.15357838,0.108246051
7144,RAB1A,2,65086855,65130106,ENST00000409784,RAB1A,0.633370526,0.528497639
1123,KCMF1,2,84971093,85059472,ENST00000409785,KCMF1,0.160015217,0.137261155
NA.177,ELOB,16,2771414,2777297,ENST00000409906,NA,NA,NA
5904,TBC1D10B,16,30357102,30370264,ENST00000409939,TBC1D10B,0.504226604,0.470956227
2314,PRPF40A,2,152651593,152717981,ENST00000410080,PRPF40A,0.268942262,0.257817769
7744,R3HCC1,8,23287929,23296121,ENST00000411463,R3HCC1,0.54588717,0.556795255
3534,HNRNPA3,2,177212749,177223958,ENST00000411529,HNRNPA3,0.347476244,0.345594155
NA.178,SMIM26,20,18567420,18569563,ENST00000411646,NA,NA,NA
351.1,RPL15,3,23917147,23919411,ENST00000412097,RPL15,0.011109493,0.009120241
9373,HLA-B,6,31353872,31357187,ENST00000412585,HLA-B,0.563052518,0.643957635
7697,PPP6R1,19,55229780,55258995,ENST00000412770,PPP6R1,0.605366923,0.553922926
3715,PWP1,12,107685732,107713167,ENST00000412830,PWP1,0.390255678,0.356413661
NA.179,ERVK3-1,19,58305319,58315663,ENST00000413518,NA,NA,NA
351.2,RPL15,3,23917132,23920989,ENST00000413699,RPL15,0.011109493,0.009120241
4770,SMIM19,8,42541613,42552980,ENST00000414154,SMIM19,0.383674566,0.416053512
8635,MEPCE,7,100428817,100434117,ENST00000414441,MEPCE,0.597124196,0.602628209
484,SNRPE,1,203861615,203870550,ENST00000414487,SNRPE,0.012037095,0.038318407
571,SS18,18,26016253,26090625,ENST00000415083,SS18,0.047941611,0.056711384
1903,NOP14,4,2937933,2963385,ENST00000416614,NOP14,0.203139467,0.220421726
539,IK,5,140647770,140662478,ENST00000417647,IK,0.074097813,0.050024322
2865,RHOA,3,49359145,49412202,ENST00000418115,RHOA,0.278848147,0.302269838
NA.180,ELOA,1,23743155,23762059,ENST00000418390,NA,NA,NA
6072,DUSP22,6,292462,351353,ENST00000419235,DUSP22,0.512717021,0.478604446
8286,GPX1,3,49357171,49358600,ENST00000419783,GPX1,0.680670137,0.582886095
4291,STRAP,12,15882395,15903478,ENST00000419869,STRAP,0.426155815,0.389965385
4957.1,CDV3,3,133574457,133590260,ENST00000420115,CDV3,0.450438317,0.427126431
6042,SCYL1,11,65525085,65538704,ENST00000420247,SCYL1,0.510695888,0.477035604
5041,CRTC3,15,90529925,90645345,ENST00000420329,CRTC3,0.432888209,0.430667237
6222,SUMO2,17,75165586,75182983,ENST00000420826,SUMO2,0.498804188,0.485577282
6872,GOLGA2,9,128255829,128275989,ENST00000421699,GOLGA2,0.52422176,0.515412761
5869,INPP5K,17,1494571,1516888,ENST00000421807,INPP5K,0.467114512,0.469390676
9784,TMEM41A,3,185489601,185499057,ENST00000421852,TMEM41A,0.669227036,0.671060457
NA.181,CIAO2B,16,66932055,66934400,ENST00000422424,NA,NA,NA
6431,CNBP,3,129169484,129183922,ENST00000422453,CNBP,0.496743246,0.494647382
1045.1,RPL23A,17,28719393,28724359,ENST00000422514,RPL23A,0.107292667,0.12764883
6023,GLG1,16,74451959,74607094,ENST00000422840,GLG1,0.498884317,0.476280088
9625,ANXA11,10,80155124,80205572,ENST00000422982,ANXA11,0.69263361,0.660714344
4363,EIF2B1,12,123620406,123633766,ENST00000424014,EIF2B1,0.411802525,0.394360067
NA.182,MMP24OS,20,35277150,35278129,ENST00000424358,NA,NA,NA
1222.1,SF3B1,2,197393052,197399028,ENST00000424674,SF3B1,0.141765403,0.150462122
6693,RNF216,7,5620047,5781696,ENST00000425013,RNF216,0.363690129,0.507766634
5564,LDB1,10,102107583,102120453,ENST00000425280,LDB1,0.566618796,0.453539016
6849,ISOC2,19,55452989,55461569,ENST00000425675,ISOC2,0.534313784,0.514370952
8353,TSTA3,8,143612618,143617566,ENST00000425753,TSTA3,0.619916856,0.586062787
NA.183,SHISA5,3,48467876,48473208,ENST00000426002,NA,NA,NA
5771.1,SNX3,6,108211513,108260964,ENST00000426155,SNX3,0.487534164,0.464752066
7781,ARFGAP2,11,47164299,47177125,ENST00000426335,ARFGAP2,0.547376541,0.558015637
4909,SP1,12,53380639,53416446,ENST00000426431,SP1,0.422224215,0.423945744
6475,DNAJC7,17,41976479,42017151,ENST00000426588,DNAJC7,0.486538975,0.496410888
4166,HUWE1,X,53532096,53549505,ENST00000426907,HUWE1,0.362551144,0.383937472
3147,FTSJ3,17,63819433,63827671,ENST00000427159,FTSJ3,0.350359728,0.320306342
6698,AARSD1,17,42950546,42964476,ENST00000427569,AARSD1,0.525644488,0.50787625
3356,FBXO21,12,117143781,117190471,ENST00000427718,FBXO21,0.324531728,0.334445527
770,PMPCB,7,103297435,103312415,ENST00000428154,PMPCB,0.10398651,0.091688384
6426,ABHD4,14,22598237,22613215,ENST00000428304,ABHD4,0.520485701,0.49436656
8414.1,DNAJB6,7,157336966,157386324,ENST00000429029,DNAJB6,0.617370305,0.590277696
3430,CACTIN,19,3610641,3626815,ENST00000429344,CACTIN,0.323749883,0.339594026
8050,MAP4,3,47850690,47909267,ENST00000429422,MAP4,0.558018634,0.571393557
7248,MYCBP2,13,77044902,77087514,ENST00000429715,MYCBP2,0.608647192,0.533210038
5606,GALNT11,7,152025693,152122347,ENST00000430044,GALNT11,0.504700714,0.456196398
9312,TBL1XR1,3,177019355,177196478,ENST00000430069,TBL1XR1,0.622435679,0.640130235
